pid,name,party,district,status,wiki_url,tw（現在）,hp（現在）,X（入力）,個人HP（入力）
P724,望月 良男,無所属,和歌山,現職,https://ja.wikipedia.org/wiki/望月良男,,,,
P725,森 まさこ,自民党,福島,現職,https://ja.wikipedia.org/wiki/森まさこ,,,,
P726,[三好 雅子],無所属,,現職,,,,,
P727,森 ゆうこ,立憲民主党,比例,現職,https://ja.wikipedia.org/wiki/森ゆうこ,,,,
P728,[森 裕子],無所属,,現職,https://ja.wikipedia.org/wiki/[森裕子],,,,
P729,森本 真治,立憲民主党,広島,現職,https://ja.wikipedia.org/wiki/森本真治,,,,
P730,山内 佳菜子,立憲民主党,宮崎,現職,https://ja.wikipedia.org/wiki/山内佳菜子,,,,
P731,山崎 正昭,自民党,福井,現職,https://ja.wikipedia.org/wiki/山崎正昭,,,,
P732,山下 雄平,自民党,佐賀,現職,https://ja.wikipedia.org/wiki/山下雄平,,,,
P733,山添 拓,日本共産党,東京,現職,https://ja.wikipedia.org/wiki/山添拓,,,,
P734,山田 太郎,自民党,比例,現職,https://ja.wikipedia.org/wiki/山田太郎,,,,
P735,山田 宏,自民党,比例,現職,https://ja.wikipedia.org/wiki/山田宏,,,,
P736,山田 吉彦,国民民主党,比例,現職,https://ja.wikipedia.org/wiki/山田吉彦,,,,
P737,山谷 えり子,自民党,比例,現職,https://ja.wikipedia.org/wiki/山谷えり子,,,,
P738,[小川 惠里子],無所属,,現職,https://ja.wikipedia.org/wiki/[小川惠里子],,,,
P739,山中 泉,参政党,比例,現職,https://ja.wikipedia.org/wiki/山中泉,,,,
P740,山本 啓介,自民党,長崎,現職,https://ja.wikipedia.org/wiki/山本啓介,,,,
P741,山本 佐知子,自民党,三重,現職,https://ja.wikipedia.org/wiki/山本佐知子,,,,
P742,山本 順三,自民党,愛媛,現職,https://ja.wikipedia.org/wiki/山本順三,,,,
P743,横沢 高徳,立憲民主党,岩手,現職,https://ja.wikipedia.org/wiki/横沢高徳,,,,
P744,横山 信一,公明党,比例,現職,https://ja.wikipedia.org/wiki/横山信一,,,,
P745,吉井 章,自民党,京都,現職,https://ja.wikipedia.org/wiki/吉井章,,,,
P746,吉川 沙織,立憲民主党,比例,現職,https://ja.wikipedia.org/wiki/吉川沙織,,,,
P747,吉田 忠智,立憲民主党,大分,現職,https://ja.wikipedia.org/wiki/吉田忠智,,,,
P748,ラサール石井,社民党,比例,現職,https://ja.wikipedia.org/wiki/ラサール石井,,,,
P749,[石井 朗夫],無所属,,現職,https://ja.wikipedia.org/wiki/[石井朗夫],,,,
P750,蓮舫,立憲民主党,比例,現職,https://ja.wikipedia.org/wiki/蓮舫,https://x.com/renho_sha,,,
P751,[齊藤 蓮舫],無所属,,現職,https://ja.wikipedia.org/wiki/[齊藤蓮舫],,,,
P752,若井 敦子,自民党,岐阜,現職,https://ja.wikipedia.org/wiki/若井敦子,,,,
P753,若林 洋平,自民党,静岡,現職,https://ja.wikipedia.org/wiki/若林洋平,,,,
P754,脇 雅昭,自民党,神奈川,現職,https://ja.wikipedia.org/wiki/脇雅昭,,,,
P755,渡辺 猛之,自民党,岐阜,現職,https://ja.wikipedia.org/wiki/渡辺猛之,,,,
P756,鈴木 直道,無所属,北海道,現職,https://ja.wikipedia.org/wiki/鈴木直道,https://x.com/suzukinaomichi,,,
P757,三村 申吾,無所属,青森県,現職,https://ja.wikipedia.org/wiki/三村申吾,,,,
P758,達増 拓也,無所属,岩手県,現職,https://ja.wikipedia.org/wiki/達増拓也,https://x.com/tasso_iwate,,,
P759,村井 嘉浩,無所属,宮城県,現職,https://ja.wikipedia.org/wiki/村井嘉浩,https://x.com/murai_yoshihiro,,,
P760,佐竹 敬久,無所属,秋田県,現職,https://ja.wikipedia.org/wiki/佐竹敬久,,,,
P761,吉村 美栄子,無所属,山形県,現職,https://ja.wikipedia.org/wiki/吉村美栄子,https://x.com/yoshimura_mieko,,,
P762,内堀 雅雄,無所属,福島県,現職,https://ja.wikipedia.org/wiki/内堀雅雄,https://x.com/uchibori_masao,,,
P763,大井川 和彦,無所属,茨城県,現職,https://ja.wikipedia.org/wiki/%E5%A4%A7%E4%BA%95%E5%B7%9D%E5%92%8C%E5%BD%A6,https://x.com/koigawa,,,
P764,福田 富一,無所属,栃木県,現職,https://ja.wikipedia.org/wiki/%E7%A6%8F%E7%94%B0%E5%AF%8C%E4%B8%80,https://x.com/egappetomikazu,,,
P765,山本 一太,無所属,群馬県,現職,https://ja.wikipedia.org/wiki/%E5%B1%B1%E6%9C%AC%E4%B8%80%E5%A4%AA,https://x.com/ichita_y,,,
P766,大野 元裕,無所属,埼玉県,現職,https://ja.wikipedia.org/wiki/%E5%A4%A7%E9%87%8E%E5%85%83%E8%A3%95,https://x.com/oonomotohiro,,,
P767,熊谷 俊人,無所属,千葉県,現職,https://ja.wikipedia.org/wiki/熊谷俊人,https://x.com/kumagai_chiba,,,
P768,小池 百合子,無所属,東京都,現職,https://ja.wikipedia.org/wiki/小池百合子,https://x.com/ecoyuri,,,
P769,黒岩 祐治,無所属,神奈川県,現職,https://ja.wikipedia.org/wiki/黒岩祐治,https://x.com/kuroiwayuji,,,
P770,花角 英世,無所属,新潟県,現職,https://ja.wikipedia.org/wiki/花角英世,,,,
P771,新田 八朗,無所属,富山県,現職,https://ja.wikipedia.org/wiki/新田八朗,,,,
P772,馳 浩,無所属,石川県,現職,https://ja.wikipedia.org/wiki/馳浩,https://x.com/hasehiroshi,,,
P773,杉本 達治,無所属,福井県,現職,https://ja.wikipedia.org/wiki/杉本達治,,,,
P774,長崎 幸太郎,無所属,山梨県,現職,https://ja.wikipedia.org/wiki/長崎幸太郎,,,,
P775,阿部 守一,無所属,長野県,現職,https://ja.wikipedia.org/wiki/阿部守一,,,,
P776,古田 肇,無所属,岐阜県,現職,https://ja.wikipedia.org/wiki/古田肇,,,,
P777,川勝 平太,無所属,静岡県,現職,https://ja.wikipedia.org/wiki/川勝平太,,,,
P778,大村 秀章,無所属,愛知県,現職,https://ja.wikipedia.org/wiki/大村秀章,https://x.com/hideaki_ohmura,,,
P779,一見 勝之,無所属,三重県,現職,https://ja.wikipedia.org/wiki/一見勝之,,,,
P780,三日月 大造,無所属,滋賀県,現職,https://ja.wikipedia.org/wiki/三日月大造,,,,
P781,西脇 隆俊,無所属,京都府,現職,https://ja.wikipedia.org/wiki/西脇隆俊,,,,
P782,吉村 洋文,無所属,大阪府,現職,https://ja.wikipedia.org/wiki/吉村洋文,https://x.com/hiroyoshimura,,,
P783,齋藤 元彦,無所属,兵庫県,現職,https://ja.wikipedia.org/wiki/斎藤元彦,https://x.com/motohikosaitoH,,,
P784,荒井 正吾,無所属,奈良県,現職,https://ja.wikipedia.org/wiki/荒井正吾,,,,
P785,岸本 周平,無所属,和歌山県,現職,https://ja.wikipedia.org/wiki/岸本周平,,,,
P786,平井 伸治,無所属,鳥取県,現職,https://ja.wikipedia.org/wiki/平井伸治,,,,
P787,丸山 達也,無所属,島根県,現職,https://ja.wikipedia.org/wiki/丸山達也,,,,
P788,伊原木 隆太,無所属,岡山県,現職,https://ja.wikipedia.org/wiki/伊原木隆太,,,,
P789,湯﨑 英彦,無所属,広島県,現職,https://ja.wikipedia.org/wiki/湯﨑英彦,,,,
P790,村岡 嗣政,無所属,山口県,現職,https://ja.wikipedia.org/wiki/村岡嗣政,,,,
P791,飯泉 嘉門,無所属,徳島県,現職,https://ja.wikipedia.org/wiki/飯泉嘉門,,,,
P792,池田 豊人,無所属,香川県,現職,https://ja.wikipedia.org/wiki/池田豊人,,,,
P793,中村 時広,無所属,愛媛県,現職,https://ja.wikipedia.org/wiki/中村時広,,,,
P794,濵田 省司,無所属,高知県,現職,https://ja.wikipedia.org/wiki/濵田省司,,,,
P795,服部 誠太郎,無所属,福岡県,現職,https://ja.wikipedia.org/wiki/%E6%9C%8D%E9%83%A8%E8%AA%A0%E5%A4%AA%E9%83%8E,https://x.com/Seitaro_hattori,,,
P796,山口 祥義,無所属,佐賀県,現職,https://ja.wikipedia.org/wiki/山口祥義,,,,
P797,大石 賢吾,無所属,長崎県,現職,https://ja.wikipedia.org/wiki/%E5%A4%A7%E7%9F%B3%E8%B3%A2%E5%90%BE,https://x.com/youjikinsan,,,
P798,蒲島 郁夫,無所属,熊本県,現職,https://ja.wikipedia.org/wiki/蒲島郁夫,,,,
P799,広瀬 勝貞,無所属,大分県,現職,https://ja.wikipedia.org/wiki/広瀬勝貞,,,,
P800,河野 俊嗣,無所属,宮崎県,現職,https://ja.wikipedia.org/wiki/河野俊嗣,,,,
P801,塩田 康一,無所属,鹿児島県,現職,https://ja.wikipedia.org/wiki/塩田康一,,,,
P802,玉城 デニー,無所属,沖縄県,現職,https://ja.wikipedia.org/wiki/玉城デニー,,,,
P803,浜田 聡,無所属,,候補,https://ja.wikipedia.org/wiki/浜田聡,,,,
P804,深田 萌絵,無所属,,候補,https://ja.wikipedia.org/wiki/深田萌絵,,,,
P805,平野 雨龍,無所属,,候補,https://ja.wikipedia.org/wiki/平野雨龍,,,,
P806,石丸 伸二,無所属,,候補,https://ja.wikipedia.org/wiki/石丸伸二,https://x.com/shinji_ishimaru,,,
P807,橋下 徹,無所属,,候補,https://ja.wikipedia.org/wiki/橋下徹,https://x.com/hashimoto_lo,,,
P808,田中 康夫,無所属,,候補,https://ja.wikipedia.org/wiki/田中康夫,,,,
P809,東国原 英夫,無所属,,候補,https://ja.wikipedia.org/wiki/東国原英夫,https://x.com/higashi_kokuba,,,
P810,小沢一郎,無所属,,元職,https://ja.wikipedia.org/wiki/小沢一郎,https://x.com/ozawa_j,,,
P811,鳩山一郎,無所属,,元職,https://ja.wikipedia.org/wiki/鳩山一郎,,,,
P812,菅直人,無所属,,元職,https://ja.wikipedia.org/wiki/菅直人,,,,
P813,森喜朗,無所属,,元職,https://ja.wikipedia.org/wiki/森喜朗,,,,
P815,大石 晃子,れいわ新選組,大阪5区,元職,https://ja.wikipedia.org/wiki/大石晃子,https://x.com/oishiakiko,,,
P816,山本 譲司,れいわ新選組,比例南関東,現職,https://ja.wikipedia.org/wiki/山本譲司,,,,
